acc.x, acc.y, acc.z, gyro.x, gyro.y, gyro.z, magn.x, magn.y, magn.z, roll, pitch, yaw, roll_var, pitch_var, yaw_var, kf_dt, throttle, command_roll, command_pitch, command_yaw, pid_roll, pid_pitch, pid_yaw, motors_armed, m1_speed, m2_speed, m3_speed, m4_speed
0.393021, -0.165105, 9.910473, 0.068570, 0.008858, 0.040470, 13.490208, 29.026600, -69.263374, -1.057798, -1.929999, -60.515831, 0.000000, 0.000000, 0.000000, 19532, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.398405, -0.165105, 9.867402, 0.071777, 0.008399, 0.043524, 12.861736, 28.953522, -69.687225, -0.982988, -1.957610, -60.475487, 0.000000, 0.000000, 0.000000, 19976, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.374477, -0.156132, 9.856635, 0.075136, 0.011301, 0.041539, 12.715580, 28.734287, -69.701843, -0.937193, -2.110274, -60.465302, 0.000000, 0.000000, 0.000000, 20440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.379262, -0.157328, 9.852448, 0.068722, 0.005651, 0.041692, 12.730196, 29.187372, -69.687225, -0.931750, -2.344520, -60.488708, 0.000000, 0.000000, 0.000000, 19984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.378066, -0.153141, 9.870992, 0.072388, 0.007789, 0.041233, 13.212511, 28.778135, -69.497223, -0.903086, -2.496127, -60.492664, 0.000000, 0.000000, 0.000000, 19528, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.394816, -0.169292, 9.872188, 0.069639, 0.008552, 0.041233, 12.642503, 28.719673, -69.891846, -0.872475, -2.563736, -60.486919, 0.000000, 0.000000, 0.000000, 19968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.407378, -0.162114, 9.891929, 0.071013, 0.011148, 0.041844, 12.744811, 28.851213, -69.701843, -0.845773, -2.540031, -60.470390, 0.000000, 0.000000, 0.000000, 20444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.392423, -0.171087, 9.875179, 0.071471, 0.010843, 0.042913, 13.431746, 28.953522, -69.731071, -0.803148, -2.382463, -60.416344, 0.000000, 0.000000, 0.000000, 19992, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.387039, -0.180658, 9.860823, 0.075442, 0.005192, 0.043066, 13.110201, 28.690443, -69.891846, -0.782959, -2.173299, -60.345966, 0.000000, 0.000000, 0.000000, 19516, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.371486, -0.155533, 9.875179, 0.075747, 0.004276, 0.041692, 13.139433, 28.602749, -69.701843, -0.799140, -1.978677, -60.273628, 0.000000, 0.000000, 0.000000, 19976, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.385244, -0.169890, 9.856635, 0.076511, 0.007941, 0.044593, 13.548671, 28.251972, -69.628761, -0.833396, -1.818428, -60.185093, 0.000000, 0.000000, 0.000000, 20440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.385244, -0.168694, 9.879367, 0.065973, 0.010537, 0.043982, 13.285589, 28.719673, -69.979538, -0.914587, -1.802882, -60.118896, 0.000000, 0.000000, 0.000000, 19984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.394218, -0.193819, 9.867402, 0.072540, 0.009316, 0.042761, 12.598655, 28.675825, -69.394913, -1.072740, -2.001856, -60.110363, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.381057, -0.154337, 9.899108, 0.071166, 0.012828, 0.042150, 12.905582, 28.281202, -69.745689, -1.216495, -2.278766, -60.115650, 0.000000, 0.000000, 0.000000, 19976, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.376870, -0.156730, 9.895518, 0.069944, 0.009774, 0.041844, 13.212511, 28.558901, -69.643379, -1.259470, -2.482835, -60.097973, 0.000000, 0.000000, 0.000000, 20440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.368495, -0.155533, 9.893724, 0.072693, 0.005651, 0.042302, 13.095586, 28.441978, -69.555687, -1.170871, -2.521344, -60.044834, 0.000000, 0.000000, 0.000000, 19984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.368495, -0.184846, 9.853046, 0.071319, 0.008858, 0.044593, 13.051740, 28.675825, -70.125694, -1.007201, -2.417375, -59.968349, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.364307, -0.163310, 9.901501, 0.066737, 0.005040, 0.043066, 13.329436, 28.193510, -69.643379, -0.792962, -2.180204, -59.857620, 0.000000, 0.000000, 0.000000, 19976, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.383450, -0.159123, 9.881759, 0.077122, 0.007178, 0.041997, 12.847121, 28.368898, -70.242622, -0.640472, -1.984639, -59.765686, 0.000000, 0.000000, 0.000000, 20440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.400200, -0.173480, 9.888339, 0.073609, 0.009468, 0.040623, 13.037125, 28.719673, -71.002632, -0.626551, -1.952220, -59.722996, 0.000000, 0.000000, 0.000000, 19984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.377468, -0.164507, 9.836296, 0.069639, 0.010232, 0.040928, 12.847121, 29.026600, -69.555687, -0.770018, -2.126008, -59.752792, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.384048, -0.166301, 9.881759, 0.069486, 0.010232, 0.041692, 12.817889, 28.821981, -69.877228, -1.011153, -2.419976, -59.830906, 0.000000, 0.000000, 0.000000, 19976, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.392423, -0.158525, 9.876974, 0.068570, 0.013439, 0.043830, 13.080971, 29.318914, -70.242622, -1.245115, -2.693078, -59.922207, 0.000000, 0.000000, 0.000000, 20440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.393021, -0.153141, 9.884750, 0.066584, 0.009927, 0.041997, 12.744811, 29.114294, -69.584915, -1.375679, -2.828619, -60.003498, 0.000000, 0.000000, 0.000000, 19988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.385843, -0.150748, 9.869196, 0.067959, 0.010843, 0.045662, 12.847121, 28.924292, -69.716461, -1.345867, -2.752665, -60.051243, 0.000000, 0.000000, 0.000000, 19520, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.387637, -0.163310, 9.932009, 0.069028, 0.006872, 0.042455, 13.227126, 28.471207, -69.701843, -1.138687, -2.434201, -60.040855, 0.000000, 0.000000, 0.000000, 19976, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.409173, -0.160917, 9.884750, 0.075595, 0.007941, 0.045204, 12.978661, 29.011986, -70.637238, -0.869310, -2.068503, -60.021626, 0.000000, 0.000000, 0.000000, 20444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.378664, -0.161516, 9.893126, 0.071471, 0.006872, 0.042150, 13.402514, 28.705057, -69.804153, -0.637307, -1.786856, -60.008621, 0.000000, 0.000000, 0.000000, 19984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.387637, -0.154337, 9.890134, 0.075595, 0.009927, 0.044746, 13.110201, 28.427359, -70.008766, -0.527870, -1.712272, -60.033039, 0.000000, 0.000000, 0.000000, 19516, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.403191, -0.179462, 9.868000, 0.070250, 0.007789, 0.044288, 13.080971, 28.500439, -69.482605, -0.582329, -1.885075, -60.108765, 0.000000, 0.000000, 0.000000, 19980, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.384646, -0.148953, 9.901501, 0.073457, 0.010843, 0.041233, 13.270972, 28.646595, -69.847992, -0.751149, -2.208673, -60.211002, 0.000000, 0.000000, 0.000000, 20444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.395414, -0.161516, 9.874581, 0.070250, 0.009468, 0.042150, 13.475593, 28.573517, -69.614151, -0.926706, -2.490014, -60.285599, 0.000000, 0.000000, 0.000000, 19984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.370888, -0.166301, 9.857233, 0.068111, 0.012523, 0.042761, 12.920199, 28.690443, -70.651855, -1.063214, -2.644886, -60.330994, 0.000000, 0.000000, 0.000000, 19516, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.403789, -0.169292, 9.873384, 0.074067, 0.009316, 0.042150, 12.949430, 28.778135, -70.198776, -1.125081, -2.634399, -60.340473, 0.000000, 0.000000, 0.000000, 19980, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.410369, -0.163908, 9.885946, 0.073609, 0.007636, 0.041233, 12.861736, 29.011986, -69.146446, -1.112250, -2.496786, -60.327839, 0.000000, 0.000000, 0.000000, 20444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.373879, -0.171685, 9.898509, 0.068570, 0.007483, 0.042913, 13.446361, 28.690443, -69.672607, -1.006380, -2.216410, -60.269127, 0.000000, 0.000000, 0.000000, 19976, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.398405, -0.167498, 9.872188, 0.066432, 0.012217, 0.042913, 12.978661, 28.719673, -69.336449, -0.893011, -1.964949, -60.211739, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.381057, -0.160917, 9.872188, 0.070555, 0.011606, 0.041539, 13.197896, 28.602749, -69.657990, -0.808212, -1.813894, -60.167084, 0.000000, 0.000000, 0.000000, 19988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.383450, -0.177069, 9.882956, 0.068264, 0.008858, 0.041997, 12.847121, 28.485823, -69.014908, -0.813309, -1.859220, -60.165936, 0.000000, 0.000000, 0.000000, 20436, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.396012, -0.163310, 9.881162, 0.071624, 0.012675, 0.041692, 12.774043, 28.251972, -69.204910, -0.894595, -2.073534, -60.201260, 0.000000, 0.000000, 0.000000, 19980, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.384646, -0.167498, 9.859627, 0.072693, 0.010996, 0.043524, 13.241742, 28.135050, -69.351067, -0.972742, -2.294283, -60.223034, 0.000000, 0.000000, 0.000000, 19520, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.388834, -0.166899, 9.897313, 0.070555, 0.008094, 0.045509, 12.920199, 28.631979, -69.526451, -1.036456, -2.485152, -60.237179, 0.000000, 0.000000, 0.000000, 19988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.383450, -0.153141, 9.894920, 0.070402, 0.005956, 0.042761, 13.095586, 28.398129, -68.897980, -1.031615, -2.542643, -60.217571, 0.000000, 0.000000, 0.000000, 20444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.393619, -0.026919, 9.860224, 0.073609, 0.009774, 0.043219, 12.920199, 28.281202, -69.511833, -0.897089, -2.458289, -60.168510, 0.000000, 0.000000, 0.000000, 19972, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.399601, -0.163908, 9.878769, 0.071319, 0.007941, 0.041997, 12.774043, 28.880444, -69.014908, -0.744420, -2.348275, -60.129433, 0.000000, 0.000000, 0.000000, 19520, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.396610, -0.173480, 9.879965, 0.067501, 0.008858, 0.043524, 12.861736, 28.865829, -69.818764, -0.640791, -2.266689, -60.110760, 0.000000, 0.000000, 0.000000, 19988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.378066, -0.166899, 9.859627, 0.070402, 0.003360, 0.041233, 13.256357, 28.734287, -69.219521, -0.609060, -2.204532, -60.100597, 0.000000, 0.000000, 0.000000, 20448, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.378664, -0.193819, 9.860224, 0.074678, 0.007025, 0.041997, 12.774043, 28.237358, -70.301079, -0.684194, -2.192364, -60.106853, 0.000000, 0.000000, 0.000000, 19968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.371486, -0.173480, 9.883554, 0.074220, 0.004887, 0.040012, 13.022508, 28.368898, -70.169540, -0.829959, -2.201674, -60.118610, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.375075, -0.177069, 9.878170, 0.069639, 0.007636, 0.041997, 13.563286, 28.456593, -69.643379, -0.981339, -2.162753, -60.104900, 0.000000, 0.000000, 0.000000, 19984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.403191, -0.178863, 9.865608, 0.077274, 0.007330, 0.043066, 13.300204, 28.734287, -69.760307, -1.118897, -2.122724, -60.080051, 0.000000, 0.000000, 0.000000, 20444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.376271, -0.180658, 9.888339, 0.067806, 0.009316, 0.040775, 13.256357, 28.193510, -69.847992, -1.193104, -2.062689, -60.034630, 0.000000, 0.000000, 0.000000, 19972, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.367298, -0.157926, 9.855439, 0.064904, 0.008094, 0.040623, 13.840982, 27.886581, -69.921074, -1.141068, -1.920538, -59.936188, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.402592, -0.170489, 9.909277, 0.067348, 0.004887, 0.041539, 13.504823, 28.383514, -69.526451, -1.026786, -1.819466, -59.821938, 0.000000, 0.000000, 0.000000, 19988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.407976, -0.166899, 9.861421, 0.068875, 0.008399, 0.038332, 13.183279, 28.091202, -69.482605, -0.912258, -1.854923, -59.720963, 0.000000, 0.000000, 0.000000, 20440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.378066, -0.160319, 9.876974, 0.069791, 0.009316, 0.043677, 12.993277, 28.471207, -69.687225, -0.858625, -2.059579, -59.665051, 0.000000, 0.000000, 0.000000, 19972, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.378664, -0.171685, 9.881759, 0.066126, 0.006872, 0.043219, 13.563286, 28.836596, -69.351067, -0.850019, -2.319725, -59.627415, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.393021, -0.168096, 9.842278, 0.074984, 0.006720, 0.042455, 12.905582, 28.427359, -69.804153, -0.885220, -2.585664, -59.604328, 0.000000, 0.000000, 0.000000, 19988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.387039, -0.176471, 9.838689, 0.071929, 0.004276, 0.043982, 13.139433, 28.690443, -69.964920, -0.934378, -2.748787, -59.573895, 0.000000, 0.000000, 0.000000, 20440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.393619, -0.151944, 9.887143, 0.075442, 0.010843, 0.045051, 13.139433, 28.441978, -70.301079, -0.948101, -2.727834, -59.517334, 0.000000, 0.000000, 0.000000, 19972, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.377468, -0.166301, 9.868000, 0.070097, 0.008094, 0.043066, 12.847121, 28.310436, -70.140305, -0.941785, -2.563168, -59.449585, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.357129, -0.166301, 9.876375, 0.067501, 0.010537, 0.042150, 13.066355, 28.909674, -69.745689, -0.947099, -2.328955, -59.392422, 0.000000, 0.000000, 0.000000, 19988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.379262, -0.168694, 9.886545, 0.065363, 0.006872, 0.045662, 13.037125, 28.690443, -69.380295, -0.984812, -2.120124, -59.364056, 0.000000, 0.000000, 0.000000, 20440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.383450, -0.169890, 9.862617, 0.069333, 0.005956, 0.043677, 13.387897, 28.734287, -69.204910, -1.042992, -1.995934, -59.363785, 0.000000, 0.000000, 0.000000, 19972, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.382253, -0.159721, 9.884151, 0.074373, 0.012370, 0.040470, 13.782519, 28.631979, -68.912598, -1.081354, -1.943151, -59.371147, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.386441, -0.160319, 9.861421, 0.072235, 0.009316, 0.042455, 13.344051, 28.588131, -69.731071, -1.109156, -2.002303, -59.401760, 0.000000, 0.000000, 0.000000, 19988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.351745, -0.165703, 9.882956, 0.074831, 0.010690, 0.039859, 13.227126, 29.143524, -69.731071, -1.140834, -2.178763, -59.473804, 0.000000, 0.000000, 0.000000, 20444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.377468, -0.177667, 9.869795, 0.071166, 0.010537, 0.041997, 12.890967, 29.055830, -69.847992, -1.174788, -2.421423, -59.582874, 0.000000, 0.000000, 0.000000, 19968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.387039, -0.160319, 9.917652, 0.072235, 0.006109, 0.045051, 13.124818, 28.734287, -69.087990, -1.154723, -2.597167, -59.688457, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.387039, -0.190828, 9.890134, 0.065821, 0.008094, 0.042913, 13.124818, 28.851213, -69.234146, -1.080521, -2.646638, -59.778404, 0.000000, 0.000000, 0.000000, 19984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.383450, -0.157328, 9.863215, 0.077580, 0.008705, 0.043677, 13.110201, 29.158142, -69.994148, -0.966391, -2.566965, -59.855934, 0.000000, 0.000000, 0.000000, 20444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.365504, -0.008375, 9.896714, 0.074831, 0.006720, 0.040317, 13.007893, 28.734287, -68.781059, -0.777333, -2.390341, -59.925716, 0.000000, 0.000000, 0.000000, 19972, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.387039, -0.160917, 9.859028, 0.075595, 0.009927, 0.042761, 13.037125, 28.880444, -69.204910, -0.609283, -2.211228, -60.004948, 0.000000, 0.000000, 0.000000, 19524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.384048, -0.149551, 9.896714, 0.070402, 0.005956, 0.046120, 12.978661, 28.690443, -68.649521, -0.522184, -2.099812, -60.112617, 0.000000, 0.000000, 0.000000, 19984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.398405, -0.168096, 9.875179, 0.070250, 0.010079, 0.043219, 13.504823, 28.924292, -69.321838, -0.536720, -2.063934, -60.233322, 0.000000, 0.000000, 0.000000, 20440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.389432, -0.172881, 9.899108, 0.067806, 0.008399, 0.042455, 13.373282, 28.705057, -70.038002, -0.646278, -2.094509, -60.352360, 0.000000, 0.000000, 0.000000, 19980, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.374477, -0.157328, 9.914660, 0.067653, 0.006414, 0.040775, 13.724057, 29.055830, -69.731071, -0.794630, -2.133287, -60.450821, 0.000000, 0.000000, 0.000000, 19528, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
0.387039, -0.172881, 9.857831, 0.067195, 0.010996, 0.045204, 13.782519, 28.968138, -69.891846, -0.935491, -2.133625, -60.513927, 0.000000, 0.000000, 0.000000, 19976, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1100, 1100, 1100, 1100
